,index,species,species__ontology_label,library_preparation_protocol,library_preparation_protocol__ontology_label,cellID,organ,organ__ontology_label,vaccination,vaccination__ontology_label,sex,is_living,sample_type,biosample_id,end_bias,cell_type,cell_type__ontology_label,disease,disease__ontology_label,donor_id,Stimulated,VaccineRoute,VaccineRouteUnique,VaccineRouteUniqueGroup,sequencing_instrument_manufacturer_model,sequencing_instrument_manufacturer_model__ontology_label,paired_ends,read_length,vaccination_route,vaccination__time_since,vaccination__time_since__unit,vaccination__time_since__unit_label,vaccination__dosage,X_13,Y_13,X_25,Y_25,sampleid
2098,Week13_OPH_1971,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1971,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-1.1783691509999998,10.44419686,,,DOPH_WK13_STIMNO
2099,Week13_OPH_1075,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1075,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-1.56482119,10.47418558,,,DOPH_WK13_STIMNO
2100,Week13_OPH_890,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_890,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.248380542,8.532747699,,,DOPH_WK13_STIMNO
2101,Week13_OPH_3261,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_3261,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.844004711,7.997728445,,,DOPH_WK13_STIMNO
2102,Week13_OPH_1754,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1754,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.086690934,8.878610424,,,DOPH_WK13_STIMNO
2103,Week13_OPH_2204,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2204,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,5.348511262,7.404637037,,,DOPH_WK13_STIMNO
2104,Week13_OPH_775,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_775,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.624158822999999,8.897675331,,,DOPH_WK13_STIMNO
2105,Week13_OPH_764,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_764,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.55874961,9.369061491,,,DOPH_WK13_STIMNO
2106,Week13_OPH_678,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_678,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.449481034,8.71632163,,,DOPH_WK13_STIMNO
2107,Week13_OPH_3120,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_3120,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,5.997368493,7.462563959,,,DOPH_WK13_STIMNO
2108,Week13_OPH_2399,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2399,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.856100679,7.849149712000001,,,DOPH_WK13_STIMNO
2109,Week13_OPH_2723,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2723,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,0.732030142,5.049745594,,,DOPH_WK13_STIMNO
2110,Week13_OPH_1875,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1875,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,5.118347323,7.20527496,,,DOPH_WK13_STIMNO
2111,Week13_OPH_1385,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1385,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.8586769410000015,9.330601391,,,DOPH_WK13_STIMNO
2112,Week13_OPH_776,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_776,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.257898872999999,8.733320631,,,DOPH_WK13_STIMNO
2113,Week13_OPH_2528,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2528,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.709852334,7.860241202999999,,,DOPH_WK13_STIMNO
2114,Week13_OPH_1128,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1128,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.453689347999999,8.758418874,,,DOPH_WK13_STIMNO
2115,Week13_OPH_1446,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1446,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,1.083627719,-0.06552519700000001,,,DOPH_WK13_STIMNO
2116,Week13_OPH_3443,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_3443,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,1.014114732,3.278787721,,,DOPH_WK13_STIMNO
2117,Week13_OPH_1558,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1558,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-3.089335682,3.834190845,,,DOPH_WK13_STIMNO
2118,Week13_OPH_1608,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1608,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-2.828008688,3.66637842,,,DOPH_WK13_STIMNO
2119,Week13_OPH_1369,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1369,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-1.7433414880000002,3.640293559,,,DOPH_WK13_STIMNO
2120,Week13_OPH_320,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_320,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,3.597770489,4.731613665,,,DOPH_WK13_STIMNO
2121,Week13_OPH_2449,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2449,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,0.399025601,3.1935557460000004,,,DOPH_WK13_STIMNO
2122,Week13_OPH_1216,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1216,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-2.630245787,3.955010277,,,DOPH_WK13_STIMNO
2123,Week13_OPH_2991,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2991,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,0.552943406,4.359162507,,,DOPH_WK13_STIMNO
2124,Week13_OPH_141,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_141,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-5.601492473,3.872931068,,,DOPH_WK13_STIMNO
2125,Week13_OPH_2753,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2753,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-0.6630955620000001,3.06111278,,,DOPH_WK13_STIMNO
2126,Week13_OPH_981,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_981,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-2.92580073,3.793951263,,,DOPH_WK13_STIMNO
2127,Week13_OPH_3121,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_3121,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-0.017029341,3.3494520210000003,,,DOPH_WK13_STIMNO
2128,Week13_OPH_1543,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1543,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-2.005262584,3.832009191,,,DOPH_WK13_STIMNO
2129,Week13_OPH_1569,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1569,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,0.191240766,5.00131025,,,DOPH_WK13_STIMNO
2130,Week13_OPH_772,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_772,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.553791032999999,2.858726579,,,DOPH_WK13_STIMNO
2131,Week13_OPH_178,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_178,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,7.014793781,3.021907039,,,DOPH_WK13_STIMNO
2132,Week13_OPH_2522,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2522,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.193077765,11.546596699999998,,,DOPH_WK13_STIMNO
2133,Week13_OPH_1785,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1785,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.134949825,11.53909903,,,DOPH_WK13_STIMNO
2134,Week13_OPH_1470,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1470,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.166519219,11.54069333,,,DOPH_WK13_STIMNO
2135,Week13_OPH_2038,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2038,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,5.671288819,11.29954465,,,DOPH_WK13_STIMNO
2136,Week13_OPH_1603,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1603,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,5.742124841,11.35902021,,,DOPH_WK13_STIMNO
2137,Week13_OPH_1396,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1396,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.088619456,11.55134645,,,DOPH_WK13_STIMNO
2138,Week13_OPH_2316,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2316,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.182043303,11.53796088,,,DOPH_WK13_STIMNO
2139,Week13_OPH_1170,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1170,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.096471314,11.38518444,,,DOPH_WK13_STIMNO
2140,Week13_OPH_2937,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_2937,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,5.611973295,11.21137118,,,DOPH_WK13_STIMNO
2141,Week13_OPH_1717,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH_1717,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NOOPH,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,OPH,NO,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,6.1965508620000005,11.51350683,,,DOPH_WK13_STIMNO
2142,Week13_OPH.stim_165,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_165,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-7.717542485,6.529778387,,,DOPH_WK13_STIMYES
2143,Week13_OPH.stim_645,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_645,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-6.302887206,7.102763587,,,DOPH_WK13_STIMYES
2144,Week13_OPH.stim_652,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_652,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-5.964040728,7.125116377,,,DOPH_WK13_STIMYES
2145,Week13_OPH.stim_2233,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_2233,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-4.948480065,7.550151152000001,,,DOPH_WK13_STIMYES
2146,Week13_OPH.stim_784,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_784,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,-4.402156575,9.010497544,,,DOPH_WK13_STIMYES
2147,Week13_OPH.stim_2143,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_2143,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,9.396949904,7.029654043,,,DOPH_WK13_STIMYES
2148,Week13_OPH.stim_1539,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_1539,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,9.430526368999999,6.49142502,,,DOPH_WK13_STIMYES
2149,Week13_OPH.stim_660,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_660,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,9.684274523,7.6152628510000016,,,DOPH_WK13_STIMYES
2150,Week13_OPH.stim_1421,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_1421,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,9.460846352999999,6.412125024,,,DOPH_WK13_STIMYES
2151,Week13_OPH.stim_566,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_OPH.stim_566,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESOPH,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,OPH,YES,AE,AE-OPH,2_AE-OPH,EFO_0009173,Illumina NextSeq 500,True,20-50,aerosol,13,UO_0000034,week,na,9.709480027,7.585268387999999,,,DOPH_WK13_STIMYES
